cancer.type	cancer.subtype	nsamples	ABCD4	ADA	AGA	ANPEP	ARL8A	ATG9B	ATP6V1C1	B4GALT1	BBC3	BCL10	CD68	CLCN6	CLCN7	CPNE1	CP	CTNS	CTSD	DAB2	EGF	FLCN	FTL	GABARAPL1	GBA	GNLY	GOPC	GPC3	GRN	HSP90AA1	LAMP1	LAPTM5	LRP1	MAN2B1	MAP1LC3B2	MAP1LC3B	MCOLN1	NEU1	PIGR	PRKD1	PSAP	RAB7A	RILP	RNF13	RNF152	RPTOR	RRAGD	SGSH	SLC11A1	SLC15A4	SLC17A5	SLC36A1	SPNS1	SQSTM1	TMEM150A	TOM1	TP53INP1	TP53INP2	UBXN6	VAMP4	VAMP7	VCAN	VPS18	WDR24	WDR81	WIPI1	ZFYVE1	ATP6V0D2
1	BLCA	BLCA.3	31	0.842915044769782	0.09749148787369	0.80737111244736	0.785607655324176	0.146315999774396	0.39630023506081	0.662058443689189	0.45648830599923	0.0243236231763131	0.224404210175816	0.828606224845486	0.193167688929739	0.562862800225382	0.24908823613691	0.223151599189307	0.0910526159115361	0.29961324510459	0.19598307643488	0.665203063836401	0.0498400103264875	0.894643305300704	0.117585626893126	0.293470512950863	0.837740099407178	0.242753038248708	0.651055998697193	0.126676860731863	0.0406132495447896	0.107641903384972	0.0508221098691305	0.275195108765699	0.145065614112784	0.589971652838009	0.0792765303143389	0.918031442988219	0.980123262071892	0.736690657692674	0.904020144225799	0.01458806443732	0.256463289025435	0.233893014608095	0.540992552613243	0.760695746577423	0.00103341812085875	0.292187767866623	0.349420544012475	0.737657461006238	0.295509002100393	0.573207295193809	0.199096312137634	0.056912016499182	0.348286920072524	0.714838686380791	0.321756728626134	0.607791743192906	0.542437767286902	0.871756355432523	0.488975338326443	0.824211298905453	0.155947234915986	0.966302253576983	0.613896557314623	0.974939496704489	0.252757757599932	0.28740956708152	NA
2	BRCA	BRCA.Basal	187	0.350952546440774	0.899122662230297	0.00609985528972245	0.533392182623837	0.860692265315266	0.743416681102685	0.249130082600234	0.91963432657825	0.949292265093029	0.902546927591455	0.866689606842647	0.115210909158158	0.0737445224580637	0.365779802380179	0.444904617499862	0.0787758607829199	0.470893181945436	0.0118435880621471	0.876449067337066	0.21201944602101	0.732761047358414	0.0228569938524498	0.828138009677318	0.249016355174006	0.667232658632205	0.560415108606794	0.47995563186576	0.0176346498103548	0.813570336622417	0.907874624064507	0.00182756189475198	0.751345814182313	0.430769148425208	0.0429069635233968	0.122650864339109	0.000655740364464384	0.441769394603011	0.53555987015984	0.900557040467018	0.105492044791749	0.896843759886807	0.308653938969881	0.276501595714845	1.12529010364275e-15	0.429717695685127	0.00032048347883075	0.178880631482624	0.149854882625596	0.247164574445696	0.829312597586691	0.273613950888036	0.495133514496859	0.19910216143928	0.665500682205304	0.141488024063446	0.0438490048375271	0.947476302694855	0.102311796100494	0.377101771176549	0.00157383352491519	0.766535253546568	0.125493891755003	0.546128921709192	0.000960535771836906	0.364781525561906	0.276468655816151
3	BRCA	BRCA.Her2	82	0.265478930770169	0.133100829781047	0.374160131461334	0.301104233544948	0.572947019182622	0.387805077290235	0.359060837574803	0.607118867167192	0.394026246552966	0.743223344669836	0.283113338173728	0.434364623511914	0.114043914011214	0.0488473129557324	0.983431327370997	0.742117644905347	0.306863285110217	0.51595398487973	0.525558505472266	0.0425185177653648	0.218163959765952	0.58026471958956	0.32084531921498	0.450889838986482	0.753495604380028	0.813613824395149	0.393737116079974	0.43115947055979	0.510668361716622	0.312741783839648	0.370520713570755	0.997212555659332	0.581567781423324	0.314296875004318	0.0632351507125967	0.478472688141557	0.682628457789284	0.336246005743482	0.264469245985045	0.629149276626325	0.657209596925497	0.416065640117825	0.31336070985532	5.68791901280426e-08	0.93340879513125	3.01757737163436e-11	0.608145301917148	0.698901476497633	0.0877649103620472	0.212984894571066	0.413687889458397	0.902369281605789	0.326650827102562	0.216480809847981	0.566150307091187	0.17546191982622	0.403414362235205	0.0402514250127064	0.878971350206598	0.286413859154682	0.294869052691938	0.657634944464933	0.816407791475595	0.382682746199755	0.157385370130566	0.0990138493941969
4	BRCA	BRCA.LumA	556	0.0143368389616172	0.839838817060469	0.0721769420067356	0.0570679502533568	0.323410040690249	0.70396032540745	1.47830025179949e-20	0.00882944468267154	0.673867651768935	0.90821683464841	0.654712676449954	5.88325934073056e-09	0.000939204438182062	0.544568090298967	0.243034371628749	0.000413857977775635	0.00634324901322677	0.0793683538368576	0.0446227589635943	0.000771666894885119	0.952762640595656	0.000822995599933149	0.370983135707004	0.127678869715171	0.359869271370919	0.00769015612118784	0.000900480828476314	7.02017280571848e-10	0.799795288846965	0.0634254327310658	0.0364388133877669	2.47566050417292e-05	0.649056965985051	0.632994939549661	0.322622217522076	0.0004474836147552	0.000232454269645725	0.187487721353325	0.0657160664021481	8.16074156440636e-05	0.0559219321273207	5.57299536065539e-05	0.277170235487661	1.72264693200657e-18	0.0491637169762528	0.000274073072219769	0.0373956466206566	6.39257456304386e-10	3.34155749842654e-05	0.000640282846603424	3.62948936556857e-06	0.0136432088730039	3.08993537950872e-05	0.0481322887889764	0.0839965617508708	0.0443796252743393	1.05505074490272e-12	4.95672333189887e-05	3.75731641160018e-06	0.310539147771861	0.0164503198719549	4.07421944966013e-08	0.00140813736776751	0.00189345667002988	0.0178990230790292	0.000814233020796748
5	BRCA	BRCA.LumB	207	0.450056046465832	0.0660494312520268	0.815110733139822	0.677515593319907	0.224067837232252	0.286553864738588	3.62407653559155e-05	0.198313825109882	0.864728310469443	0.936584444258567	0.588012420007584	0.556715670656428	0.63005551095927	0.021895282251271	0.514831950219379	0.572932017659161	0.0595003137975739	0.0269651420788712	0.435082594262748	0.388285693970267	0.873753111113099	0.810787159279798	0.161694317869043	0.0352775504125895	0.326451929862404	0.997796334710135	0.982464484731876	0.029496867379241	0.433085976064255	0.152678559102538	0.0680459820443515	0.0161274630495462	0.277683168031563	0.938889413275367	0.0319534180982987	0.16640943527526	0.241094912463619	0.363707340089078	0.486277749449494	0.0734869535087692	0.174417237890881	0.0672994333650396	0.838975165821909	4.2703961514161e-10	0.245848294764647	2.41853953844792e-05	0.165340617056336	0.136626216659942	0.13349421719056	0.706929746455332	6.06025815751661e-05	0.185993918167879	0.289547257698988	0.1910349284181	0.115853680249399	0.00666246901521328	0.00227643421711702	0.145089104191087	0.501313932886688	0.162913029333777	0.0151993126247227	0.627076746458516	0.330664298220873	0.269286284695137	0.130162106383409	0.479372925607034
6	COAD	GI.CIN	225	0.608163610658899	2.76263906765241e-05	0.00220283908992233	0.754355783287562	0.000384551106464092	0.943271997989475	4.82846596239933e-05	0.0130445904671227	0.0122050150061843	0.274209945468197	0.0157587692453748	0.0329326866017469	0.494246855719752	0.243431826802966	0.811378663485397	0.113527644947768	0.000138683379213267	0.00115359968509712	9.86296593405286e-05	0.8136169412569	0.949598377369952	0.000216107665323178	0.445075877370019	0.358106434633233	0.0190443103525016	0.316714512290849	0.0791782427416847	0.341175900641113	0.811396751167138	0.436798618688626	1.33232856937417e-13	3.56995604448163e-06	0.0676588503200161	0.509503420900227	0.953463522923716	0.00017530676888482	0.106453737454322	7.96620068764635e-05	0.00602944442751497	0.678103095888591	0.129262289433793	0.000759743388723421	0.000218427294775	0.00573323271405201	0.934600575111978	0.066496396107188	0.476007816827111	0.00960199481040252	0.171662186001905	0.940649140316907	0.00297892473996913	0.0303710703982988	0.092475970427079	0.191799697059362	0.000110070651622064	0.000232138431836778	0.197906532953265	0.0391477507773248	7.27724184769188e-05	1.72965676388866e-05	0.00181897839109415	0.0438134885536015	1.22534450419256e-05	0.0141214447075147	0.00434258813384998	0.339413629684315
7	COAD	GI.MSI	62	0.795768857013422	0.0025183464513386	0.0989232707256107	0.236895692620144	0.095332018682325	0.740985376219556	0.749651439975457	0.000520598429833318	0.308597677217758	0.521339024952052	0.121923916242033	0.00035110238743252	0.0132189139428514	0.25507401112818	0.0560829336725558	0.836754514169404	0.530229927252926	0.00496749319953279	0.580741774696139	0.643536051064472	0.904797922984924	0.0147711099436226	0.759994176244012	0.176162976407581	0.0402003760806731	0.154405902655693	0.426556422022153	0.0858564913267826	0.0624880475168599	0.242756908544376	6.62260788706312e-06	0.0382771024978405	0.0888718708986419	0.458780545359388	0.31733244261553	0.0341337331764429	0.37677532352795	0.115155223755877	0.309969507299822	0.192990805527661	0.00129166213435801	0.423170690257032	0.00857042019637837	0.000760138602963765	0.6856703761489	0.0186634097401855	0.141881606766689	0.71320936993291	0.823195318898174	0.00133674390227684	0.010905120545222	0.982641693473213	0.278774565695602	0.0929082328153632	0.000202439227973934	0.00316663707977896	0.530586142651286	0.913368391332086	0.000661260326301497	0.0364239706085893	0.969163900111306	0.016113222071375	2.65446930286311e-06	0.80283503294776	0.022596340343432	0.0590128280026487
8	ESCA	GI.CIN	67	0.815713764961422	0.828100392089361	0.826096372933616	0.862322118070977	0.980694105658136	0.828935997106447	0.912710574370678	0.41362971135234	0.900770606200438	0.256339072039894	0.641126320654604	0.323855991549345	0.340407713096437	0.844674380078982	0.290304294899329	0.54890823017275	0.477522637240902	0.727083549630063	0.369553147500861	0.532717934358603	0.589131980504691	0.702263330411105	0.931036557259137	0.619791814932769	0.685902267851381	0.933528533436988	0.469305009522031	0.000224985595101494	0.885308199825453	0.963570620163468	0.0276633313992705	0.121277941147674	0.491117997008555	0.361126257968104	0.663841448089278	0.268935624299392	0.826411573544172	0.801045250464969	0.0423218498185987	0.263314034863224	0.594842422760618	0.51953451615762	0.265351251384193	0.0223437506745497	0.424080390716032	0.0293223872967838	0.90138886409559	0.0764366221250342	0.267952093255635	0.728533308201804	0.803523630209649	0.568059113592676	0.6392520067988	0.0975920621987985	0.0691090155318126	0.117067281617976	0.633918435098852	0.319423882943947	0.320909737079811	0.531314064975742	0.865978950830778	0.523667546675523	0.0564497846414819	0.929507193113894	0.0107109314901137	NA
9	ESCA	GI.ESCC	78	0.959512165958123	0.044056138221727	0.248543464136304	0.794408881203625	0.727077878476191	0.271141239304433	0.274432934594237	0.338451918990071	0.564702813113038	0.736430462435094	0.00736730336177565	0.0908230750317838	0.715547509968992	0.107427812792106	0.855031863075243	0.0978543017994379	0.14774539705329	0.339182929691747	0.167630838205384	0.743990185097757	0.147784825547362	0.199989491201745	0.509171393379232	0.0494828151542098	0.440892667505467	0.905268856848926	0.200097972972412	0.00149578911332481	0.422526560007106	0.31461486329072	0.000328093722564668	0.0786533421003387	0.412004259219057	0.117547273732254	0.261222230659772	0.0684148488888338	0.123897024668347	0.30451638550088	0.00441009126959199	0.400713273456562	0.101190123386784	0.0139897128301862	0.713248622486941	0.359440698327799	0.00705281796741109	0.855422727335172	0.291440585884716	0.326887152101028	0.28079860454224	0.276338523292071	0.0329291897213814	0.505281587623158	0.559129148317204	0.347371929556665	0.00288099846852379	0.000486227603174422	0.490752886443011	0.499935615090019	0.945464959825979	0.164102843546308	0.0166254914705257	0.121215006054453	0.187243936272947	0.114490214154565	0.322954900639743	NA
10	GBM	GBM_LGG.Classic-like	45	0.141372453846883	0.0756724578966111	0.585377002974381	0.0427475559118488	0.135337708528296	0.387080104380932	0.00945159352461192	0.438138801018131	0.652868218646777	0.0713586640175356	0.0645978075017205	0.00308608592546698	1.65161856741851e-06	0.407435660509328	0.153204996398331	0.627787907298777	0.626560792236687	0.125206759012	0.988348038806235	0.0820393851916006	0.0865418714533051	0.0560928337007367	0.251604852857147	0.140408964304503	0.655356675786521	0.723174774933471	0.935030137633497	0.8298823513623	0.506577231556116	0.892371819599578	0.0623559439355513	0.85243954802498	0.0156205719227727	0.399602917705824	0.714721895908045	0.000311077959552168	NA	0.0168829967734869	0.118159214865903	0.259639055044338	0.0398324701550159	0.198321308080329	0.68897608317586	0.083952315771266	0.605251544725961	0.7335562260375	0.314678583593607	0.377090732687766	0.931600586469945	0.779027618411073	0.482827866191728	0.253788889361746	0.0133690227799103	0.699163073750625	0.0449579327731133	0.0024661040020466	0.0979801202730705	0.236089962346257	0.930861788677262	0.05762459540121	0.894749973582698	0.0239847254026796	0.0058316725664825	0.145366580838229	0.402043259746776	NA
