cancer.type	cancer.subtype	nsamples	AGA	ARL8B	ARSA	ARSB	ASAH1	ATG10	ATG16L1	ATG2B	ATG3	ATG7	ATG9B	ATP6AP1	ATP6V0A1	ATP6V0B	ATP6V0C	ATP6V0D1	ATP6V0E1	ATP6V1A	ATP6V1B2	ATP6V1C1	ATP6V1D	ATP6V1E1	ATP6V1G1	ATP6V1H	BECN1	CD63	CLCN7	CLN3	CTNS	CTSA	CTSB	CTSD	CTSF	CTSS	CTSZ	GAA	GABARAPL1	GABARAP	GALC	GALNS	GBA	GLB1	GM2A	GNS	GUSB	HEXA	HEXB	HIF1A	HPS1	HPS4	LAMP1	MAP1LC3A	MAP1LC3B	MCOLN1	NAGLU	NEU1	NPC2	PLBD2	PPARGC1A	PSAP	RRAGC	RRAGD	SCPEP1	SGSH	SLC36A1	SQSTM1	STK4	TFEB	TPP1	ULK1	ULK2	UVRAG	VPS11	VPS18	VPS26A	VPS33A	VPS35	VPS8	WDR45	WIPI1	ATP6V0D2	IFI30
1	BLCA	BLCA.3	31	0.80737111244736	0.882008765867482	0.0254481157809856	0.348286920072524	0.000310121230465304	0.72372613154736	0.363199095164561	0.154637055066916	0.000840049446168668	0.540992552613243	0.39630023506081	0.386877159483449	0.952780202745846	0.505592225651875	0.793960128782552	0.121401099241019	0.0998335838150906	0.0764052528332042	0.235647158817232	0.662058443689189	0.641683052201052	0.0096434326704349	0.133576368106298	0.472525736520896	0.360880267224046	0.0783376542804466	0.562862800225382	0.544517431926396	0.0910526159115361	0.198220699535002	0.513152054054956	0.29961324510459	0.30767676893334	0.0423193571838257	0.189859729959065	0.568763333064728	0.117585626893126	0.957668811399207	0.909437203857113	0.26036155357364	0.293470512950863	0.695481225675816	0.0147736346719731	0.005231873647413	0.788945853641701	0.472525736520896	0.17019531465486	0.719712508801081	0.344899548310565	0.183134198440407	0.107641903384972	0.383268917109722	0.0792765303143389	0.918031442988219	0.624641965715048	0.980123262071892	0.306883142037654	0.943865636317401	0.972410713417814	0.01458806443732	0.603704121087673	0.292187767866623	0.0159084747348613	0.349420544012475	0.199096312137634	0.348286920072524	0.765659956309616	0.014476246781376	0.216010368674275	0.473875512375902	0.00896787421153692	0.988764561296178	0.379680561855354	0.966302253576983	0.441663524640083	0.372563686257444	0.490230585349551	0.303753841044505	0.155291137897046	0.252757757599932	NA	NA
2	BRCA	BRCA.Basal	187	0.00609985528972245	0.128883005727477	7.14523792379304e-05	0.208831387668505	0.217996377431379	0.580729204364918	0.0585931381036427	0.00845515243999302	0.940120781962074	0.334579614968987	0.743416681102685	0.731264122076479	0.148383046116315	0.0189318847864158	0.288559587230091	0.478459666420538	0.798722328757705	0.0487281342381418	0.447278691314696	0.249130082600234	0.926558997269318	0.332633605693162	0.875601948757022	0.932978358409586	0.61865637733363	0.00856683089732488	0.0737445224580637	0.902290648105046	0.0787758607829199	0.170870176765746	0.825420638768033	0.470893181945436	0.044553118308807	0.543436115093934	0.409293206051145	3.73460335663289e-07	0.0228569938524498	0.745548277938778	0.382084546606312	0.199122412121513	0.828138009677318	0.154696781998814	0.27320109061825	0.0707870782745029	0.37569431180515	0.526935807304385	0.689824397726959	0.270077200277605	0.49727333510313	0.0749715228092689	0.813570336622417	0.0494914169394848	0.0429069635233968	0.122650864339109	0.103081019722749	0.000655740364464384	0.457900799248341	0.00577022799827424	0.624007883365099	0.900557040467018	0.0548898186438757	0.429717695685127	0.995902914654862	0.00032048347883075	0.829312597586691	0.495133514496859	0.0133434002521944	0.499518954672452	0.0150351876823929	0.0701653173428302	0.0498009767433039	0.18148651884048	0.495766319672895	0.766535253546568	0.0729291544925515	0.393472055101359	0.973194685205444	0.206765991059565	0.377377866256605	0.000960535771836906	0.276468655816151	NA
3	BRCA	BRCA.Her2	82	0.374160131461334	0.169514050359878	0.689352591827857	0.0607699791575066	0.465256076369242	0.895915141092505	0.0123765874788199	0.0541437433209866	0.362244415413408	0.877822501816635	0.387805077290235	0.158650111408001	0.604612557157526	0.26374957609521	0.903445933942204	0.762396070552861	0.699905927720974	0.600549306220859	0.311519494304452	0.359060837574803	0.10462597807092	0.318701286987262	0.415844320528077	0.083726613829234	0.877288088953533	0.0795290881523409	0.114043914011214	0.769556471885207	0.742117644905347	0.52137540181025	0.804281685561448	0.306863285110217	0.507421944075803	0.212695591704708	0.777061325007579	2.38593928297779e-08	0.58026471958956	0.565094510936812	0.628301228188481	0.865440724815151	0.32084531921498	0.172090027545391	0.203867396938014	0.935569660686675	0.120548890112433	0.739667359068462	0.435577952265486	0.0812236191651317	0.485766699973536	0.997754520493581	0.510668361716622	0.954572445244196	0.314296875004318	0.0632351507125967	0.0933307452788021	0.478472688141557	0.270227460097552	0.957897493647757	0.402718958759338	0.264469245985045	0.714360115819508	0.93340879513125	0.170823964416852	3.01757737163436e-11	0.212984894571066	0.902369281605789	0.237270289877134	0.502190559836351	0.484969170593752	0.739080660334964	0.680920501166318	0.0190229861885564	0.739005963995977	0.294869052691938	0.0369273039602094	0.196506712002561	0.162253274059054	0.733438555507414	0.0621063282933086	0.382682746199755	0.0990138493941969	NA
4	BRCA	BRCA.LumA	556	0.0721769420067356	2.59998678317784e-13	1.08990946544108e-05	0.0343422513856399	0.00128601860780444	0.628309249537895	0.290753731825513	0.0710492256598729	0.818297574775264	0.0179713264847651	0.70396032540745	6.43615976697742e-06	0.000129093090498643	0.000711538667710572	6.64795846168933e-07	0.00112275447768506	4.2707451605313e-06	0.0129014327232854	0.00161314413733322	1.47830025179949e-20	0.00277712216326337	0.0039495802749295	0.366226047102512	3.00220061537017e-14	0.000505118129502283	0.804513339225391	0.000939204438182062	0.0150761928756163	0.000413857977775635	0.0363236994607588	0.478199348701898	0.00634324901322677	0.653792491748711	0.00776128078443035	0.244933036462873	6.0567319495511e-23	0.000822995599933149	0.0140277339700604	0.074363921560484	0.547505833004376	0.370983135707004	0.48057446966595	0.387344738101471	0.000236841610132671	0.0173788749260907	0.0166845981477581	0.716483254280405	0.00109158546009293	1.0834215458601e-05	0.00151831355402854	0.799795288846965	0.262706245409434	0.632994939549661	0.322622217522076	0.0249588234116694	0.0004474836147552	0.401758940302951	0.282542953260951	8.27049909739115e-07	0.0657160664021481	1.7694007105159e-06	0.0491637169762528	0.251790726173528	0.000274073072219769	0.000640282846603424	0.0136432088730039	0.967559696473979	0.000828207159662127	0.0305581128513655	0.889512239152028	0.219941015565861	0.204817747955849	0.146043083308179	0.0164503198719549	0.00203138560812555	1.31048559579309e-06	2.39113410321521e-10	0.932139837172082	0.364898075928619	0.00189345667002988	0.000814233020796748	NA
5	BRCA	BRCA.LumB	207	0.815110733139822	0.00483334570149418	0.00184119504888141	0.200957752614546	0.0183246652146748	0.656128248633369	0.969233478491446	0.325352332107916	0.489298902980106	0.0123138425891342	0.286553864738588	0.594204579513425	0.0482651608276796	0.505816745711415	0.711645863755148	0.77565856258468	0.749376232134033	0.48063441567403	0.0108309577876437	3.62407653559155e-05	0.244945315229537	0.315860301455442	0.61422753834188	4.36401064251796e-06	0.0162640343548867	0.00872429732300492	0.63005551095927	0.562886673366901	0.572932017659161	0.81114315361302	0.878457504978719	0.0595003137975739	0.282903889532629	0.169769294133545	0.968481366052472	1.75437553782918e-06	0.810787159279798	0.249870145563479	0.63016272060247	0.756000458223734	0.161694317869043	0.258673242766125	0.205588500534799	0.678829600510266	0.00606155268567686	0.0237336428088206	0.184173703885112	0.782748138630889	0.164219222471009	0.234785632902785	0.433085976064255	0.554990097559605	0.938889413275367	0.0319534180982987	0.672204143151542	0.16640943527526	0.745938222714125	0.0025810561123122	0.000570140368066983	0.486277749449494	0.952303751554977	0.245848294764647	0.484991576124161	2.41853953844792e-05	0.706929746455332	0.185993918167879	0.981013962394716	0.035253601435781	0.0239310982479024	0.0782872922232858	0.376927822268733	0.709357090885464	0.093014955252625	0.0151993126247227	0.15559708420209	0.29800060676636	0.629237233314482	0.986651247917941	0.473296503765591	0.269286284695137	0.479372925607034	NA
6	COAD	GI.CIN	225	0.00220283908992233	0.917226869075355	0.000487114979649587	0.00178884210211873	0.051851639095559	0.0682123276643092	0.0968836604965611	0.000198881776726006	0.000432053849060737	0.0768183926461329	0.943271997989475	0.137777327773776	0.623903755620004	2.37108587604787e-06	0.00244355889770311	0.0971884299810089	0.457901543340123	0.366773954662058	0.117800070955853	4.82846596239933e-05	0.0358390943334653	0.126033130342464	0.715140009047198	2.21606497907477e-05	0.256430357579606	0.0568589295074834	0.494246855719752	0.0688281100120905	0.113527644947768	0.251777467512484	0.00877985749062076	0.000138683379213267	0.228730387703462	0.0842577100972255	0.936680055952589	0.00857654662834934	0.000216107665323178	1.67853690323044e-05	0.375264498808587	0.012015276595247	0.445075877370019	0.391568749065529	0.662435472840986	0.00389185626762051	0.295043180312892	0.416546705209774	0.479629663015124	0.012937178505189	0.608577934863137	0.121797953428384	0.811396751167138	0.745117009125641	0.509503420900227	0.953463522923716	0.027009245555555	0.00017530676888482	0.301469408719342	0.0021734881003727	0.920585352026573	0.00602944442751497	0.139944913109458	0.934600575111978	0.0872709832941594	0.066496396107188	0.940649140316907	0.0303710703982988	0.20096493767265	0.279702296487357	0.00213514520322865	4.65851058515836e-13	0.159203261918663	0.684209984125297	0.754635846972352	0.00181897839109415	1.14137718494445e-05	0.00718298555089962	0.26857140650236	0.0052593900743133	0.771577405152211	0.0141214447075147	0.339413629684315	0.104921443347153
7	COAD	GI.MSI	62	0.0989232707256107	0.0337223474807581	0.593567100243032	0.16476259654841	0.851812935569515	0.035746243119337	0.185788758969838	2.74628997197962e-05	2.03963293886586e-06	0.0438300994610049	0.740985376219556	0.851435698691649	3.63456644868248e-05	3.8621466523143e-05	0.421930451197821	0.0525237705587071	9.2717189612731e-05	0.745151060077972	0.780511615468992	0.749651439975457	0.00191754939973865	0.00171457959391097	0.377741283725232	0.0457854811294539	0.797792274310919	0.697294056037833	0.0132189139428514	0.659686457463959	0.836754514169404	0.276785102106206	0.400931052562695	0.530229927252926	0.742135047920603	0.573477611682356	0.494379120311791	0.642850593914724	0.0147711099436226	0.451934816888572	0.856766351293187	0.204068469701095	0.759994176244012	1.59046338672478e-05	0.999767510660064	0.146097998032144	0.561197649424523	0.882541605459376	0.000340652814142292	0.0143613457533558	0.105899274768902	0.0411789645819177	0.0624880475168599	0.328505477964091	0.458780545359388	0.31733244261553	0.833950973436567	0.0341337331764429	0.380706393640272	0.00236638310228402	0.119760114094191	0.309969507299822	0.441758481260345	0.6856703761489	0.905669576667259	0.0186634097401855	0.00133674390227684	0.982641693473213	0.0220503414357549	0.320573921112829	0.0171645067752518	0.000273112132972055	0.208294947641069	0.342734376247646	0.407807127734343	0.969163900111306	3.99744368350722e-05	0.152578758220584	0.39511194384454	0.0648695990093953	0.531354161559184	0.80283503294776	0.0590128280026487	0.0154080473851782
8	ESCA	GI.CIN	67	0.826096372933616	0.955525223036354	0.0215002478985672	0.894303050147155	0.864716785676007	0.709172349225263	0.85727598150469	0.0317537842932495	0.207529854022395	0.407575840436285	0.828935997106447	0.377607631943824	0.986574710588146	0.118609787614516	0.596150672326448	0.0945658115283682	0.326561048270986	0.207529854022395	0.90062535878632	0.912710574370678	0.208626464635964	0.857023587809325	0.0155696522751687	0.0132555158208301	0.626414810554448	0.534720563362228	0.340407713096437	0.754054429957475	0.54890823017275	0.101305768518022	0.7230694131554	0.477522637240902	0.0947213005945729	0.074266904754925	0.0411440252397273	0.0632008808305262	0.702263330411105	0.519325377175995	0.315182091126998	0.114179196347064	0.931036557259137	0.300032459948111	0.548804943935517	0.0852148199171798	0.666644607856178	0.368836817058684	0.699051348721901	0.411082913567006	0.761151240113908	0.638561556692599	0.885308199825453	0.570712637881696	0.361126257968104	0.663841448089278	0.521150375560636	0.268935624299392	0.676482452215827	0.945291408591905	0.948873858841154	0.0423218498185987	0.581979138870596	0.424080390716032	0.977626350922522	0.0293223872967838	0.728533308201804	0.568059113592676	0.191375477712591	0.957578183764366	0.791464897911365	0.0254592873840839	0.358917391781344	0.506926539048846	0.340070299830197	0.865978950830778	0.189992060973086	0.167328713019043	0.987819376724772	0.0617916261730897	0.404295263708033	0.929507193113894	NA	NA
9	ESCA	GI.ESCC	78	0.248543464136304	0.526444753568999	0.737676471407978	0.000141583686422441	0.0793647567267573	0.0733363472508422	0.0414443868486215	0.14388237082177	0.475834636380931	0.676904220094032	0.271141239304433	0.958461453818201	0.118531723971562	0.474881211626156	0.14978879400075	0.221298809680156	0.184671448462462	0.238235719986295	0.503240908706938	0.274432934594237	0.0960609934837768	0.186081897747071	0.000131146960411037	0.300821079521027	0.884319748702315	0.271416877905247	0.715547509968992	0.0108930062309914	0.0978543017994379	0.327273547393212	0.555467088733785	0.14774539705329	0.0584590026805108	0.031324824649582	0.365105939553283	0.105200959074265	0.199989491201745	0.138087962233519	0.978960761394916	0.0447500209907387	0.509171393379232	0.589166582434237	0.367277002113374	0.0723275631805266	0.592671817985828	0.395580636458614	0.251756487430871	0.397069433441679	0.2323914678585	0.911541071192874	0.422526560007106	0.0248233722049659	0.117547273732254	0.261222230659772	0.433260016650475	0.0684148488888338	0.0770580415777421	0.998246532314218	0.00185574208481424	0.00441009126959199	0.90405063177996	0.00705281796741109	0.750489281313231	0.855422727335172	0.276338523292071	0.505281587623158	0.0423165493925728	0.0150107698426496	0.226222691284499	0.151413222169365	0.0813436271352995	0.654262526515345	0.0254609335422851	0.0166254914705257	0.0365814163274394	0.00403074045150032	0.0128913910062045	0.210694096868372	0.618667825160996	0.114490214154565	NA	NA
10	GBM	GBM_LGG.Classic-like	45	0.585377002974381	0.248854366747782	0.0380730068017781	0.68019721487978	0.371503098995691	0.0544481005808137	0.0412369740630027	0.0146085476363817	7.05570905213213e-05	0.00714977630620957	0.387080104380932	0.291285556499614	2.13252018808056e-05	0.00153148671962517	0.458950478310171	0.272869716158659	0.37243633822239	0.36312804265449	0.713432496021451	0.00945159352461192	0.0113705998113586	0.206776333351619	0.00356504176004215	0.718594843595199	0.477765489903635	0.0111714242375523	1.65161856741851e-06	0.981836342539797	0.627787907298777	0.859282175550635	0.448281932061997	0.626560792236687	0.841019982658084	0.577737748047156	0.351285571270086	0.0364066873010401	0.0560928337007367	0.00829526432729493	0.85243954802498	0.772193624766029	0.251604852857147	0.0614139672658936	0.095124999298527	0.0927340550383749	0.10420509870188	0.128673481847562	0.070150307206204	0.434782793816751	0.186891386721254	0.132341487450858	0.506577231556116	0.372868481035139	0.399602917705824	0.714721895908045	0.41065804848808	0.000311077959552168	0.948631886120054	0.000789186064228537	0.172478410342847	0.118159214865903	0.0863363791738316	0.605251544725961	0.492665979654271	0.7335562260375	0.779027618411073	0.253788889361746	0.022061570580264	0.236438379794117	0.128275774711092	3.49802225123588e-05	0.0599239832560005	0.486919648719854	0.382082626053746	0.894749973582698	0.011741995632998	0.0202822616292902	0.675135487043754	0.00235630283204002	0.637023051085373	0.145366580838229	NA	0.0816522643940386
