Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
positive regulation of tumor necrosis factor-mediated signaling pathway (GO:1903265)	6/7	2.59385659298983e-06	0.0132364501940271	0	0	9.9725754176016	128.270902595057	PRKN;ADAM17;CASP4;CPNE1;HSPA1B;HSPA1A
autophagy of mitochondrion (GO:0000422)	14/40	3.10172137373987e-06	0.00791404208509728	0	0	4.07213496218732	51.6491409139818	PRKN;GABARAPL1;WDR45B;ATG9B;MAP1LC3B2;WIPI1;AMBRA1;WDR45;ATG14;MAP1LC3B;RB1CC1;ATG4A;SPATA18;SQSTM1
response to unfolded protein (GO:0006986)	14/43	8.19000880264482e-06	0.0139312049732988	0	0	3.78803252296495	44.3676930054364	PRKN;HSP90AA1;HSPA6;DERL1;TOR1B;HSPA13;HERPUD1;DNAJB2;DNAJA1;DNAJB5;DNAJB4;DDIT3;HSPA1B;HSPA1A
negative regulation of G-protein coupled receptor protein signaling pathway (GO:0045744)	9/21	2.83532860164004e-05	0.0361717046354228	0	0	4.9862877088008	52.2102599134365	RGS2;CXCL8;MGRN1;CRY1;KLK14;BICD1;MET;ADRA2A;ADA
regulation of transcription, DNA-templated (GO:0006355)	182/1598	3.7790018547832e-05	0.0385684929299173	0	0	1.32510023800839	13.4941126237767	ATF2;ZMYND8;RORA;GPATCH3;AHR;NR3C1;RBPJ;TNF;ETS2;CIR1;SOX6;JUNB;SOX7;ZNF200;PIAS4;ACVR1;ZNF561;ZNF19;ZNF285;ZNF284;MSX2;ZNF282;ZFP2;DYRK1B;ZNF12;FOXP2;ZNF16;RUNX1;TBL1XR1;DDIT3;NUPR1;ZNF432;ZBED9;GCM1;ZNF274;IGSF1;GATA4;ZNF23;BCL10;AKAP17A;FOXO1;DEDD2;PHF21B;POU5F1B;SBNO1;NHLH2;HMBOX1;ZKSCAN7;ZSCAN10;ZNF668;INPP5K;ZNF425;ZKSCAN5;APOE;ZNF423;CGA;PPARGC1A;OR7D2;ZNF543;TRAPPC2;EGR1;ZNF264;ZNF660;EGR2;ZNF383;TFAP2E;SS18L1;INSR;ESRRB;NFATC1;NR1D1;FOXN3;INHBA;ZNF35;FOSL1;COL1A1;TADA2B;DAB2;BMP2;IL6;CDK7;MRGBP;LHX3;ZNF419;BHLHE40;ZNF416;MDM2;ZNF415;MAP3K10;ID3;NANOG;SIM2;ZNF136;ZNF773;NFE2L1;ZNF772;RNF187;FANK1;ZNF254;TENM1;CDKN1A;FOXE3;CALCOCO1;BTG1;ZNF250;CITED2;ZNF490;FHL2;AKR1B1;TCF20;CHD2;ING4;GLI4;ZNF805;HEY1;ZMYM5;UIMC1;RBAK-RBAKDN;CIC;NKX3-1;FOXD4;FOXD3;ZNF121;FOXD1;KLF13;ATMIN;TFEB;FOS;REXO4;RIPPLY1;CCNA1;FOXD4L5;FOXD4L6;ELF3;ZNF516;CRY1;IRF7;FOXD4L3;FOXD4L4;CRK;ZNF510;FOXD4L1;CREB5;ASCL5;KDM3A;ZNF197;TMPRSS6;PBXIP1;RNF6;FOXK1;TAF1L;ZNF3;ASCL1;ZNF8;EGFR;CIART;ERBB4;TP53INP2;UBN1;TP53INP1;ATOH8;NRIP1;ZNF229;HAS3;RBBP8;TNNI2;ZNF585B;ZNF225;ZNF223;ZNF222;SKOR1;BRF2;EGF;KLF4;TBX4;TBX19;KLF2;HINFP;FAM200A;FOSB;ZNF213;ZNF333
mitochondrion disassembly (GO:0061726)	12/38	5.09546234011058e-05	0.0433369072026405	0	0	3.67410673280059	36.3169837733968	PRKN;MAP1LC3B;GABARAPL1;WDR45B;RB1CC1;ATG9B;MAP1LC3B2;WIPI1;ATG4A;AMBRA1;WDR45;SQSTM1
autophagosome organization (GO:1905037)	15/56	5.33765567283023e-05	0.0389115098549324	0	0	3.1164298180005	30.6598694869452	STX12;GABARAPL1;WDR45B;ATG9B;MAP1LC3B2;WIPI1;AMBRA1;WDR45;ATG14;MAP1LC3B;RB1CC1;TP53INP2;TP53INP1;ATG4A;RAB7A
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	18/76	5.96923445304502e-05	0.0380762542673609	0	0	2.75558004960044	26.8016169140506	ACVR1;NOS3;TRADD;FGG;TNFAIP3;AKR1B1;TNF;THBS1;ICAM1;BMP5;GDNF;HMOX1;FAS;SNAI2;FADD;SCG2;HSPA1B;HSPA1A
autophagosome assembly (GO:0000045)	15/58	8.29331895783502e-05	0.0470231184909246	0	0	3.00896672082807	28.2766901942254	STX12;GABARAPL1;WDR45B;ATG9B;MAP1LC3B2;WIPI1;AMBRA1;WDR45;ATG14;MAP1LC3B;RB1CC1;TP53INP2;TP53INP1;ATG4A;RAB7A
regulation of gene expression (GO:0010468)	123/1037	0.000139267104221495	0.0710680032842289	0	0	1.38000440928238	12.2532204113525	EIF4A2;ATF2;CNTF;ZMYND8;RORA;AHR;NR3C1;TNF;CPNE1;LGALS9;SOX6;ZNF200;ZNF561;ZNF285;ZNF19;ZNF284;ZNF282;OSR1;SLC11A1;ZFP2;ANK2;ZNF12;ATG14;PRKAB1;ZNF16;DDIT3;ALPK3;PGR;ZNF432;GCM1;ZNF274;IGSF1;GATA4;ZNF23;AKAP17A;PHF21B;POU5F1B;SBNO1;HIST1H3A;NLRP9;ZKSCAN7;ZSCAN10;ZNF668;ZKSCAN5;DRD1;PPARGC1A;OR7D2;ZNF543;TRAPPC2;ZNF264;ZNF660;EGR1;TGFB2;ZNF383;INSR;ESRRB;EIF2AK3;INHBA;ZNF35;CLK1;BMP2;IL6;SON;GDNF;ZNF419;BHLHE40;ZNF416;ZNF415;NANOG;ZNF136;ZNF773;ZNF772;ZNF254;CALCOCO1;BTG1;ZNF250;CITED2;ZNF490;AKR1B1;TCF20;GLI4;FLCN;ZNF805;RBAK-RBAKDN;METTL16;NKX3-1;ZNF121;FOXD1;TFEB;TERF2;REXO4;ACTA2;ACTA1;PTRH2;ZNF516;SMCR8;ZNF510;PRKN;ZNF197;KDM3A;RNF6;ZNF3;ASCL1;ZNF8;PTHLH;NOCT;ZNF229;ZNF225;ZNF585B;ZNF223;MAPK4;ZNF222;SKOR1;EGF;CAVIN4;KLF4;TBX4;HINFP;MAPK11;ZNF213;HSPA1B;ZNF333;HSPA1A
